metodo,variavel,RMSE_media,RMSE_std,MAE_media,RMSE_norm_media,RMSE_norm_std,n
gain,DBO,9.167327628443266,3.6034143938171144,6.016146281070564,0.2390374187965488,0.04991531420349408,43
gain,OD,3.0679800387838774,0.8226027904927524,2.220104551373086,0.31015256079442194,0.07808109460504607,37
gain,Nitrato,0.177757599703114,0.03590613966903828,0.11300116021529523,0.6586694460789139,0.25483519222817913,43
gain,Nitrogênio Amoniacal Total,3.0530460655794176,1.055575137636505,2.0968257560940153,0.44973071251230196,0.09388674979873002,40
gain,Fósforo Total,108.78707076970683,187.91696338035638,33.97381431667075,0.15726150675742578,0.17057574550908156,32
gain,Condutividade,7981.000267286404,1011.9397659356435,6019.370842647983,0.24867577326872325,0.031530496850989076,41
gain,pH,0.5160866927439,0.06726958675780752,0.39529580543598053,0.22937186344173324,0.029897594114581125,53
gain,Turbidez,134.22411458594772,94.94900399275603,47.75054482773408,0.22941889404690655,0.03949055013524854,54
gain,Temperatura da Água,3.3061147093773933,1.7352328030184092,2.340064833669199,0.3306114709377393,0.17352328030184092,47
gain,Sólidos Suspensos Totais,28.33355349668044,8.439318927261809,26.529984538876676,0.26394569737237206,0.02538071282988101,10
media_global,DBO,10.757116258748164,5.309908060335095,6.850667808884631,0.2715936897937525,0.01715870875717103,43
media_global,OD,4.023042670379712,0.2860833969004728,3.4410050658523894,0.36997273163002026,0.02654616324681359,37
media_global,Nitrato,0.16423057956486312,0.04956632247366553,0.09128015246819406,0.6193952708363182,0.0713746917781614,43
media_global,Nitrogênio Amoniacal Total,2.7744859261540094,0.11730549587954145,2.495098447790519,0.5316791106915719,0.06473164808417402,40
media_global,Fósforo Total,108.92113532044327,187.8322390722503,34.14277173798247,0.19115488295915165,0.1658285541024723,32
media_global,Condutividade,15836.542397010448,2067.6861967512386,12926.81618130624,0.4934424626724761,0.06442594244255123,41
media_global,pH,0.6633295649245007,0.08496383060793426,0.5295105483973593,0.29481313996644465,0.03776170249241526,53
media_global,Turbidez,153.40773985081776,103.45781867628384,56.33459697281524,0.32396467079863794,0.060539746075830334,54
media_global,Temperatura da Água,3.4616898673711147,0.5639266308393317,3.0639576402750053,0.3461689867371114,0.056392663083933155,47
media_global,Sólidos Suspensos Totais,35.42809224871217,13.883902546873982,34.639307865963,0.31951924153258265,0.08045547361591067,10
media_estacao,DBO,10.585795933715689,5.102270809834691,7.008622068145084,0.25962190184258266,0.05718410172408189,43
media_estacao,OD,4.063479310588132,0.33561110145880824,3.387197896615632,0.3785199426051064,0.03269020360136505,37
media_estacao,Nitrato,0.16400304050806905,0.04942114635185472,0.09207384609439913,0.6424169166135608,0.06915524887761768,43
media_estacao,Nitrogênio Amoniacal Total,3.0488915877765392,0.3150788457390404,2.761468421589433,0.530831155901165,0.04851291268061248,40
media_estacao,Fósforo Total,108.85794249031711,187.9784123808396,34.031801558813314,0.19939206369007534,0.19621945287500872,32
media_estacao,Condutividade,10200.50894456675,3015.137515874974,7371.123085463457,0.31783227221807037,0.0939470778299674,41
media_estacao,pH,0.6485475657089862,0.08218528642796204,0.5176938334442484,0.28824336253732713,0.036526793967983105,53
media_estacao,Turbidez,145.0197713791181,103.69727343121005,49.184493947350155,0.2376420164719275,0.06068985412877384,54
media_estacao,Temperatura da Água,3.509209161661057,0.5714290574092946,3.09747627133403,0.3509209161661057,0.057142905740929464,47
media_estacao,Sólidos Suspensos Totais,31.99263265409429,8.458548976572658,30.441589090174137,0.2919318630153664,0.04835460495226856,10
mediana_global,DBO,10.576254152125564,5.282747999167833,6.694143772893771,0.2727211932841196,0.020746171673731613,43
mediana_global,OD,3.932426743595542,0.29155168813500243,3.3608424908424914,0.36017353065292806,0.027568587270260146,37
mediana_global,Nitrato,0.16677500422297667,0.050020902356743564,0.0932467532467532,0.6661094001284767,0.08934787057026877,43
mediana_global,Nitrogênio Amoniacal Total,2.8614025984138167,0.11774807807184169,2.5798220211161396,0.5450916545329823,0.06980616961613725,40
mediana_global,Fósforo Total,108.8724839055821,187.8412641281126,34.07410052910038,0.17890630421466835,0.16277300467009376,32
mediana_global,Condutividade,17085.60892640643,1552.4335073003458,13445.570707070707,0.5323614671404757,0.048371455951278904,41
mediana_global,pH,0.6662248255118858,0.08092738564219322,0.5260366161616162,0.296099922449727,0.03596772695208584,53
mediana_global,Turbidez,153.65345297901476,103.44469495206455,56.52246512746512,0.3267839898772209,0.062301334834542074,54
mediana_global,Temperatura da Água,3.6781767389357487,0.6822319857604365,3.108333333333333,0.36781767389357484,0.06822319857604368,47
mediana_global,Sólidos Suspensos Totais,33.599261675153826,11.87473883194106,32.75,0.30425435110731497,0.05733096769253438,10
ffill_estacao,DBO,6.1707030864887145,1.3749565791802496,4.350032051282056,0.22440406482540357,0.04170330910513633,43
ffill_estacao,OD,3.677758423882525,0.8247523182256653,2.41985347985348,0.33534567127053166,0.07860207802411716,37
ffill_estacao,Nitrato,0.14322588634343156,0.08533404463687726,0.09483405483405481,0.801658826479945,0.19014757015020872,43
ffill_estacao,Nitrogênio Amoniacal Total,4.069825677599842,0.10383632774560136,3.3415339366515844,0.6360593574575366,0.027725308656560952,40
ffill_estacao,Fósforo Total,108.86336355800798,187.97373991906338,33.94436507936493,0.20961226863067273,0.17914035151638474,32
ffill_estacao,Condutividade,14745.067136697124,2396.5265939126684,9017.80723905724,0.4594337613478258,0.07467210674620392,41
ffill_estacao,pH,0.8479876241362088,0.14555761078916793,0.5831224747474747,0.3768833885049816,0.06469227146185241,53
ffill_estacao,Turbidez,143.81792767197663,107.50530672715666,48.02389369889368,0.19081366871519126,0.040562555736412376,54
ffill_estacao,Temperatura da Água,3.5512940278471756,0.9374874710267566,2.5216666666666665,0.35512940278471744,0.09374874710267561,47
ffill_estacao,Sólidos Suspensos Totais,39.58282297399083,17.80590318165737,37.06666666666666,0.3892350906793524,0.2199448058440309,10
knn,DBO,8.743998998695702,4.10955164487339,5.450245535234775,0.2088454509082287,0.07608458085942445,43
knn,OD,3.5885872897432307,0.1086272232890145,2.8638379229250184,0.342031729617608,0.027823843168345953,37
knn,Nitrato,0.2002975183431681,0.09585603460237466,0.1272891672941463,0.6590114091498607,0.22570521400494759,43
knn,Nitrogênio Amoniacal Total,2.744530067994422,0.4875106976585728,2.4044284256017825,0.475799956196102,0.06736852371274361,40
knn,Fósforo Total,108.8210415391044,187.8949510634007,34.05400680570887,0.1694165715340407,0.1647057976195906,32
knn,Condutividade,9971.231666730515,1592.137623244466,6810.952346616078,0.31068834257900274,0.049608575535753305,41
knn,pH,0.49533461547132146,0.03984464741460854,0.3992461370439721,0.22014871798725388,0.017708732184270458,53
knn,Turbidez,141.36948045451,98.73830345223251,44.929551507175404,0.22321548600211813,0.050550174476934905,54
knn,Temperatura da Água,2.792794594003547,1.060618355671187,2.108608332755251,0.27927945940035465,0.10606183556711878,47
knn,Sólidos Suspensos Totais,26.465262122866807,8.488201974675016,25.342633383993633,0.23882139323479237,0.07401659374155109,10
mice,DBO,13.063019527468816,5.88183596486978,8.01285932824529,0.28002940382515845,0.025432746672887318,43
mice,OD,2.6635618739928693,0.16582903221254103,2.1218067724136485,0.25577969954301094,0.019107743035467743,37
mice,Nitrato,0.15958793502115406,0.04565080887749593,0.09415565366374967,0.6261088592026861,0.10962844368253198,43
mice,Nitrogênio Amoniacal Total,16.48276448131311,4.299122889995902,8.824963470775515,0.7829258174064582,0.17569058931854928,40
mice,Fósforo Total,108.88778298509244,187.88701854019934,34.08407380369152,0.1896081876937802,0.1635503162288143,32
mice,Condutividade,6690.250527349143,1114.078398633314,4769.353061963621,0.21093756447110637,0.03371686848075954,41
mice,pH,0.621502940267972,0.14694765515376426,0.44327968999900613,0.27622352900798747,0.06531006895722857,53
mice,Turbidez,64.2902086263394,36.82267722185935,28.558455504837013,0.17279735956257616,0.012638178879363613,54
mice,Temperatura da Água,2.2536730608969737,1.0704091410966947,1.7555934880445883,0.22536730608969732,0.10704091410966945,47
mice,Sólidos Suspensos Totais,32.67797604293576,21.108079122621664,30.50364822840322,0.30831317568613165,0.22020804766038543,10
missforest,DBO,9.565775097636624,5.267814340532192,5.488871544902892,0.24877984605086623,0.03654622916401701,43
missforest,OD,3.0808532463107237,0.46429136689482625,2.200399936549503,0.3378126958855771,0.05057743973592592,37
missforest,Nitrato,0.21618941107238307,0.13687729193635903,0.14741344097059894,0.8935284303363481,0.24411426025237748,43
missforest,Nitrogênio Amoniacal Total,2.7212304530050138,0.401197414606847,2.0621032964980857,0.46352503167282455,0.08576724190017265,40
missforest,Fósforo Total,108.78659285435045,187.85399245111918,34.03970877085808,0.16206170071256693,0.15961674808995666,32
missforest,Condutividade,7870.320024016888,432.02756860331453,6298.159667508417,0.24522714600912587,0.013461318894600664,41
missforest,pH,0.4459402210924967,0.09576852994294525,0.35837205808080813,0.1981956538188873,0.042563791085753436,53
missforest,Turbidez,131.9778509639751,99.79476530275873,42.215547657145635,0.17896962666270266,0.07748247681441332,54
missforest,Temperatura da Água,3.041733316999522,1.646150770448834,2.2729999999999997,0.30417333169995225,0.16461507704488343,47
missforest,Sólidos Suspensos Totais,41.149244534093725,17.446446676944166,37.68002322932849,0.43628156449405314,0.25205165511971794,10
