metodo,variavel,seed,miss_rate,n_avaliado,RMSE,MAE,RMSE_norm,MAE_norm
media_estacao,OD,7,0.1,6,3.405107389321532,2.938781063823219,0.34482778578197715,0.3070969998905475
media_estacao,Nitrato,7,0.1,13,0.1695744277133731,0.09332613954563687,0.5756219670349317,0.45925701966912647
media_estacao,Nitrogênio Amoniacal Total,7,0.1,8,3.3397795584614642,3.119117129297315,0.5219177400012154,0.4563786766014061
media_estacao,Fósforo Total,7,0.1,3,0.10026246842062508,0.09335339593800644,0.02280367184829959,0.02190004280221042
media_estacao,Condutividade,7,0.1,6,11445.043228524719,8704.248200166456,0.3566100588435446,0.27121107372613124
media_estacao,pH,7,0.1,7,0.6019696026615955,0.453258426966292,0.26754204562737577,0.20144818976279638
media_estacao,Turbidez,7,0.1,10,12.724730243383782,10.417131023097111,0.1910884420643418,0.16310051399820683
media_estacao,Temperatura da Água,7,0.1,7,2.888635105224613,2.3943237796686074,0.2888635105224613,0.23943237796686073
media_estacao,Sólidos Suspensos Totais,7,0.1,3,38.2303050112703,35.63483330504166,0.3188801716559955,0.296777988376901
media_estacao,DBO,2026,0.1,8,7.611610534601169,6.077497834797022,0.24392822155798544,0.17711607690331557
media_estacao,OD,2026,0.1,5,3.9391191537703834,3.7098392913641214,0.39947114551619906,0.39189853042953626
media_estacao,Nitrato,2026,0.1,6,0.1775890814698056,0.09760633260774017,0.6480278447236303,0.5379320250708881
media_estacao,Nitrogênio Amoniacal Total,2026,0.1,3,3.866058164969982,3.3916220256628122,0.6810449787961059,0.5612158514799906
media_estacao,Fósforo Total,2026,0.1,4,0.18227547807870845,0.13898454224306833,0.050721957691566906,0.03702504170600478
media_estacao,Condutividade,2026,0.1,7,8336.502119648463,5791.920064205458,0.2597526677774183,0.18046737908037194
media_estacao,pH,2026,0.1,11,0.6400739630136811,0.5646408673042994,0.28447731689496936,0.2509514965796886
media_estacao,Turbidez,2026,0.1,5,376.1415980388404,179.05105431267503,0.37961935231308125,0.2754967427698696
media_estacao,Temperatura da Água,2026,0.1,10,3.614240266368163,3.05789184952978,0.36142402663681633,0.305789184952978
media_estacao,Sólidos Suspensos Totais,2026,0.1,1,36.05347091236564,36.05347091236564,0.2710900814445762,0.2710900814445762
media_global,DBO,42,0.1,9,21.75177016118578,10.701716121527697,0.2709067507721006,0.18211664500940106
media_global,OD,42,0.1,4,3.8758533279044625,3.2698735088687796,0.3552500829148208,0.31235040941247344
media_global,Nitrato,42,0.1,2,0.41485715343569257,0.41485715343569257,1.0067240326932114,1.0067240326932114
media_global,Nitrogênio Amoniacal Total,42,0.1,8,3.203839646348347,3.158457451263265,0.68505995706067,0.640083244398512
media_global,Fósforo Total,42,0.1,4,0.2453820077312695,0.22262598617014326,0.05827129622493172,0.05396060293502771
media_global,Condutividade,42,0.1,9,10562.772656177178,9485.57134502924,0.3291198559287461,0.2955559090493313
media_global,pH,42,0.1,11,0.6159519471649796,0.44097709377236927,0.2737564209622132,0.19598981945438643
media_global,Turbidez,42,0.1,10,53.95756283279712,37.30454619087888,0.36574590062668894,0.31481106553402827
media_global,Temperatura da Água,42,0.1,13,4.258484955419081,4.162981728849993,0.4258484955419081,0.41629817288499915
media_global,Sólidos Suspensos Totais,42,0.1,2,11.874219498616922,11.5,0.13530261764509321,0.12814659630440473
media_global,DBO,7,0.1,8,7.467059933211871,5.824999999999999,0.17575254861557235,0.1505127464011438
media_global,OD,7,0.1,6,3.243120991848125,2.859831345158375,0.31639877111585435,0.2922001385332805
media_global,Nitrato,7,0.1,13,0.1707883153929709,0.09259341391701792,0.559812346857158,0.4355766428680911
media_global,Nitrogênio Amoniacal Total,7,0.1,8,2.727947047313288,2.4650975162455793,0.47356418591369603,0.35947768059912283
media_global,Fósforo Total,7,0.1,3,0.27015975380577917,0.2575419953900478,0.06961085310648703,0.06797393967802438
media_global,Condutividade,7,0.1,6,22264.102605901797,19988.753996101364,0.6937154173958309,0.622819031473215
media_global,pH,7,0.1,7,0.6380431018396344,0.48622609673790745,0.2835747119287264,0.21610048743906998
media_global,Turbidez,7,0.1,10,16.89345815907117,13.923773095439435,0.2550918981408698,0.21167258580111112
